,Position,Appearances,Goals,Assists,Big chances missed,Red cards,PFA_Team,Big chances created,Interceptions,Clearances,Saves,Penalties saved,High Claims
4575,2,23,0.0,0.0,0.0,0,0,0.0,0.0,0.0,65.0,0.0,30.0
4576,2,1,0.0,0.0,0.0,0,0,0.0,0.0,0.0,4.0,0.0,0.0
4577,2,4,0.0,0.0,0.0,0,0,0.0,0.0,0.0,17.0,0.0,3.0
4578,2,17,0.0,0.0,0.0,0,0,0.0,0.0,0.0,71.0,0.0,23.0
4579,2,2,0.0,0.0,0.0,0,0,0.0,0.0,0.0,11.0,0.0,8.0
4580,2,6,0.0,0.0,0.0,0,0,0.0,0.0,0.0,12.0,0.0,7.0
4581,2,13,0.0,0.0,0.0,0,0,0.0,0.0,0.0,46.0,0.0,22.0
4582,2,4,0.0,0.0,0.0,0,0,0.0,0.0,0.0,7.0,0.0,6.0
4583,2,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
4584,2,11,0.0,0.0,0.0,0,0,0.0,0.0,0.0,34.0,0.0,15.0
4585,2,27,0.0,0.0,0.0,0,0,0.0,0.0,0.0,69.0,0.0,43.0
4586,2,38,0.0,0.0,0.0,0,0,0.0,0.0,0.0,99.0,0.0,47.0
4587,2,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
4588,2,2,0.0,0.0,0.0,0,0,0.0,0.0,0.0,10.0,0.0,1.0
4589,2,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
4590,2,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
4591,2,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
4592,2,17,0.0,0.0,0.0,0,0,0.0,0.0,0.0,31.0,0.0,14.0
4593,2,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
4594,2,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
4595,2,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
4596,2,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
4597,2,1,0.0,0.0,0.0,0,0,0.0,0.0,0.0,1.0,0.0,1.0
4598,2,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
4599,2,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
4600,2,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
4601,2,16,0.0,0.0,0.0,0,0,0.0,0.0,0.0,53.0,0.0,16.0
4602,2,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
4603,2,1,0.0,0.0,0.0,0,0,0.0,0.0,0.0,4.0,0.0,0.0
